Domain name,Domain type,Agency,Organization name,City,State,Security contact email
newalbanyohio.gov,City,Non-Federal Agency,City of New Albany,New Albany,OH,IT@newalbanyohio.org
newarkca.gov,City,Non-Federal Agency,City of Newark,Newark,CA,isd@newark.org
newarkde.gov,City,Non-Federal Agency,City of Newark,Newark,DE,italerts@newark.de.us
newarknj.gov,City,Non-Federal Agency,City of Newark,newark,NJ,(blank)
newarkohio.gov,City,Non-Federal Agency,"City of Newark, Ohio",Newark,OH,support@alink.com
newarkwi.gov,City,Non-Federal Agency,Town of Newark,Beloit,WI,carlson.newark@gmail.com
newaygo.gov,City,Non-Federal Agency,City of Newaygo,Newaygo,MI,office@newaygocity.org
newbedford-ma.gov,City,Non-Federal Agency,City of New Bedford,New Bedford,MA,Matthew.Lewis@NewBedford-MA.gov
newbergoregon.gov,City,Non-Federal Agency,City of Newberg,Newberg,OR,(blank)
newberlinwi.gov,City,Non-Federal Agency,City of New Berlin,New Berlin,WI,itwebsecurity@newberlin.org
newbernnc.gov,City,Non-Federal Agency,City of New Bern,New Bern,NC,bennetts@newbernnc.gov
newberryfl.gov,City,Non-Federal Agency,City of Newberry,Newberry,FL,techs@jmcoit.com
newberrymi.gov,City,Non-Federal Agency,Village of Newberry,Newberry Village,MI,(blank)
newboldwi.gov,City,Non-Federal Agency,Town of Newbold,Lake Tomahawk,WI,dkroll@newboldwi.gov
newbostonnh.gov,City,Non-Federal Agency,Town of New Boston,New Boston,NH,(blank)
newbraunfels.gov,City,Non-Federal Agency,City of New Braunfels,New Braunfels,TX,tgonzalez@newbraunfels.gov
newbrightonmn.gov,City,Non-Federal Agency,City of New Brighton,New Brighton,MN,webmaster@newbrightonmn.gov
newbritainct.gov,City,Non-Federal Agency,City of New Britain Connecticut,New Britain,CT,(blank)
newbrunswicknj.gov,City,Non-Federal Agency,City of New Brunswick,New Brunswick,NJ,cityadministrator@cityofnewbrunswick.org
newburgh-in.gov,City,Non-Federal Agency,Town of Newburgh Indiana,Newburgh,IN,dennis.stoen@pcquest.net
newburgh-oh.gov,City,Non-Federal Agency,Village of Newburgh Heights,Newburgh Heights,OH,(blank)
newburyportma.gov,City,Non-Federal Agency,City of Newburyport,Newburyport,MA,security@cityofnewburyport.com
newcanaanct.gov,City,Non-Federal Agency,Town of New Canaan,New Canaan,CT,ithelpdesk@newcanaanct.gov
newcarlisleohio.gov,City,Non-Federal Agency,City of New Carlisle,New Carlisle,OH,help.desk@bridge-group.org
newcarrolltonmd.gov,City,Non-Federal Agency,City of New Carrollton,New Carrollton,MD,(blank)
newcastleok.gov,City,Non-Federal Agency,City of Newcastle,Newcastle,OK,domains@cityofnewcastleok.com
newcastlepa.gov,City,Non-Federal Agency,City of New Castle,New Castle,PA,(blank)
newcastlewa.gov,City,Non-Federal Agency,City of Newcastle,Newcastle,WA,IT@newcastlewa.gov
newchester.gov,City,Non-Federal Agency,TOWN OF NEW CHESTER,GRAND MARSH,WI,(blank)
newchicagoin.gov,City,Non-Federal Agency,Town of New Chicago,Hobart,IN,(blank)
newcombny.gov,City,Non-Federal Agency,Town of Newcomb,Newcomb,NY,domain@newcombny.gov
newconcord-oh.gov,City,Non-Federal Agency,Village of New Concord,New Concord,OH,lmarlatt@newconcord-oh.gov
newdurhamnh.gov,City,Non-Federal Agency,Town of New Durham,New Durham,NH,tech@lakesregioncomputer.com
newfairfieldct.gov,City,Non-Federal Agency,Town of New Fairfield,New Fairfield,CT,security@newfairfieldCT.gov
newfieldsnh.gov,City,Non-Federal Agency,Town of Newfields,Newfields,NH,(blank)
newglarusvillagewi.gov,City,Non-Federal Agency,Village of New Glarus,New Glarus,WI,security@newglarusvillagewi.gov
newharmony-in.gov,City,Non-Federal Agency,Town of New Harmony,New Harmony,IN,karla_atkins@att.net
newhartfordct.gov,City,Non-Federal Agency,Town of New Hartford,New Hartford,CT,(blank)
newhavenct.gov,City,Non-Federal Agency,City of New Haven Connecticut,New Haven,CT,rvalli@newhavenct.gov
newhavenshiami.gov,City,Non-Federal Agency,New Haven Township,Owosso,MI,kps@shumakergroup.com
newhopemn.gov,City,Non-Federal Agency,City of New Hope,New Hope,MN,networkservices@logis.org
newhopetx.gov,City,Non-Federal Agency,Town of New Hope,New Hope,TX,(blank)
newingtonnh.gov,City,Non-Federal Agency,Town of Newington NH,Newington,NH,service@rmonnetworks.com
newingtonnhpolice.gov,City,Non-Federal Agency,NEWINGTON POLICE DEPARTMENT,NEWINGTON,NH,tfiore@newingtonnhpd.com
newipswichnh.gov,City,Non-Federal Agency,Town of New Ipswich,New Ipswich,NH,security@townofnewipswich.org
newmarketnh.gov,City,Non-Federal Agency,Town of Newmarket,Newmarket,NH,support@bbnnh.com
newmarlboroughma.gov,City,Non-Federal Agency,Town of New Marlborough,Mill River,MA,(blank)
newmilfordct.gov,City,Non-Federal Agency,Town of New Milford,New Milford,CT,it@newmilford.org
newmilfordnj.gov,City,Non-Federal Agency,Borough of New Milford,New Milford,NJ,dougn@dartcomputer.com
newnanga.gov,City,Non-Federal Agency,"City of Newnan, Georgria",Newnan,GA,(blank)
neworleansla.gov,City,Non-Federal Agency,City of New Orleans,New Orleans,LA,security.alerts@nola.gov
newportbeach-ca.gov,City,Non-Federal Agency,City of Newport Beach,Newport Beach,CA,mwojo@newportbeachca.gov
newportbeachca.gov,City,Non-Federal Agency,City of Newport Beach,Newport Beach,CA,mwojo@newportbeachca.gov
newportky.gov,City,Non-Federal Agency,"City of Newport, Kentucky",Newport,KY,finance@newportky.gov
newportmn.gov,City,Non-Federal Agency,City of Newport,Newport,MN,tbrierley@newportmn.com
newportnc.gov,City,Non-Federal Agency,"Town of Newport, NC",Newport,NC,klewis@townofnewport.com
newportnewsva.gov,City,Non-Federal Agency,City of Newport News,Newport News,VA,it-security@nnva.gov
newportoregon.gov,City,Non-Federal Agency,City of Newport,Newport,OR,(blank)
newportri.gov,City,Non-Federal Agency,City of Newport,Newport,RI,mishelp@cityofnewport.com
newpraguemn.gov,City,Non-Federal Agency,City of New Prague,New Prague,MN,ctsselect@yourcts.net
newrichmondwi.gov,City,Non-Federal Agency,City of New Richmond,New Richmond ,WI,(blank)
newrussiatownship-oh.gov,City,Non-Federal Agency,New Russia Township OH,Oberlin,OH,agulishnrt@oberlin.net
newshorehamri.gov,City,Non-Federal Agency,Town of New Shoreham,New Shoreham,RI,mcrawford@new-shoreham.com
newtonfallsoh.gov,City,Non-Federal Agency,Newton Falls City,Newton Falls,OH,(blank)
newtonma.gov,City,Non-Federal Agency,"City of Newton, Massachusetts",Newton,MA,helpdesk@newtonma.gov
newtonnc.gov,City,Non-Federal Agency,City of Newton,Newton,NC,(blank)
newtown-ct.gov,City,Non-Federal Agency,"Town of Newtown, CT",Newtown,CT,(blank)
newtownohio.gov,City,Non-Federal Agency,Village of Newtown,Newtown,OH,(blank)
newtownpa.gov,City,Non-Federal Agency,Newtown Township,Newtown,PA,(blank)
newwaterford-oh.gov,City,Non-Federal Agency,The Village of New Waterford,New Waterford,OH,mayor@newwaterford-oh.gov
newwindsormd.gov,City,Non-Federal Agency,Town of New Windsor,New Windsor,MD,(blank)
newwindsor-ny.gov,City,Non-Federal Agency,Town of New Windsor,New Windsor,NY,jmcdonald@newwindsor-ny.gov
niagarafallsnycarts.gov,City,Non-Federal Agency,"City of Niagara Falls, NY",Niagara Falls,NY,(blank)
niagarafallsny.gov,City,Non-Federal Agency,City of Niagara Falls,Niagara Falls,NY,(blank)
nicevillefl.gov,City,Non-Federal Agency,City of Niceville,Niceville,FL,nicevilleis@niceville.org
nicholshills-ok.gov,City,Non-Federal Agency,City of Nichols Hills,Nichols Hills,OK,it@nicholshills.net
nilesil.gov,City,Non-Federal Agency,Village of Niles,Niles,IL,IT@vniles.com
nilestwpmi.gov,City,Non-Federal Agency,Niles Charter Township,Niles,MI,acole@nilestwpmi.gov
ninetysixsc.gov,City,Non-Federal Agency,Town Of Ninety SIX,Ninety SIX,SC,rd@ccm2.com
ninnekahok.gov,City,Non-Federal Agency,Town of Ninnekah,NINNEKAH,OK,n.dietrich@ninnekahok.gov
nissequogueny.gov,City,Non-Federal Agency,Village of Nissequogue,St. James,NY,(blank)
nnva.gov,City,Non-Federal Agency,City of Newport News,Newport News,VA,it-security@nnva.gov
nogalesaz.gov,City,Non-Federal Agency,City of Nogales,Nogales,AZ,mis@nogalesaz.gov
nokomiswi.gov,City,Non-Federal Agency,TOWNSHIP OF NOKOMIS,TOMAHAWK,WI,nokomis2@frontier.com
nola311.gov,City,Non-Federal Agency,New Orleans 311,New Orleans,LA,karlf@911nola.org
nolaeoc.gov,City,Non-Federal Agency,City of New Orleans,New Orleans,LA,RTCCADMIN@nola.gov
nolaerb.gov,City,Non-Federal Agency,New Orleans Ethics Review Board,New Orleans,LA,dane@daneciolino.com
nola.gov,City,Non-Federal Agency,City of New Orleans,New Orleans,LA,security.alerts@nola.gov
nolaipm.gov,City,Non-Federal Agency,Office of the Independent Police Monitor,New Orleans,LA,POLICEMONITOR@NOLAIPM.GOV
nolanvilletx.gov,City,Non-Federal Agency,City of Nolanville,Nolanville,TX,support@extraco.tech
nolaoig.gov,City,Non-Federal Agency,Office of Inspector General,New Orleans,LA,(blank)
nolartcc.gov,City,Non-Federal Agency,City of New Orleans,New Orleans,LA,RTCCADMIN@nola.gov
nolensvilletn.gov,City,Non-Federal Agency,Town of Nolensville,Nolensville,TN,(blank)
norazpublicservice.gov,City,Non-Federal Agency,City of Flagstaff,Flagstaff,AZ,it-operations@flagstaffaz.gov
norfolk.gov,City,Non-Federal Agency,"City of Norfolk, VA",Norfolk,VA,(blank)
norfolkne.gov,City,Non-Federal Agency,City of Norfolk Nebraska,Norfolk,NE,(blank)
norfolkva.gov,City,Non-Federal Agency,"City of Norfolk, VA",Norfolk,VA,(blank)
normalil.gov,City,Non-Federal Agency,Town of Normal,Normal,IL,nreeder@normal.org
normandyparkwa.gov,City,Non-Federal Agency,City of Normandy Park,Normandy Park,WA,(blank)
normanok.gov,City,Non-Federal Agency,City of Norman,Norman,OK,webteam@normanok.gov
normanparkga.gov,City,Non-Federal Agency,City of Norman Park,Norman Park,GA,(blank)
norridge-il.gov,City,Non-Federal Agency,Village of Norridge,Norridge,IL,(blank)
norridgewock.gov,City,Non-Federal Agency,Town of Norridgewock,Norridgewock,ME,rlabelle@townofnorridgewock.com
norristn.gov,City,Non-Federal Agency,City of Norris,Norris,TN,norriscitymanager@gmail.com
northadams-ma.gov,City,Non-Federal Agency,City of North Adams,North Adams,MA,mpierson@northadams-ma.gov
northamptonma.gov,City,Non-Federal Agency,City of Northampton,Northampton,MA,(blank)
northandoverma.gov,City,Non-Federal Agency,Town of North Andover,North Andover,MA,jhyland@northandoverma.gov
northaugustasc.gov,City,Non-Federal Agency,City of North Augusta,North Augusta,SC,nasecurity@northaugustasc.gov
northbayvillage-fl.gov,City,Non-Federal Agency,North Bay Village,North Bay Village,FL,actionteam@nbvillage.com
northbendwa.gov,City,Non-Federal Agency,City of North Bend,North Bend,WA,it@northbendwa.gov
northborough-ma.gov,City,Non-Federal Agency,Town of Northborough,Northborough,MA,(blank)
northbranfordct.gov,City,Non-Federal Agency,Town of North Branford,North Branford,CT,technology@townofnorthbranfordct.com
northbranfordpdct.gov,City,Non-Federal Agency,Town of North Branford,North Branford,CT,backups@townofnorthbranfordct.com
northbrookil.gov,City,Non-Federal Agency,Village of Northbrook,Northbrook,IL,ITAlerts@northbrook.il.us
northbrunswicknj.gov,City,Non-Federal Agency,Township of North Brunswick,North Brunswick,NJ,ithelpdesk@northbrunswicknj.gov
northcantonohio.gov,City,Non-Federal Agency,City of North Canton,North Canton,OH,byoung@northcantonohio.gov
northcharlestonsc.gov,City,Non-Federal Agency,City of North Charleston,North Charleston,SC,mis@northcharleston.org
northfayettepa.gov,City,Non-Federal Agency,North Fayette Township,Oakdale,PA,security@north-fayette.com
northfayettepapolice.gov,City,Non-Federal Agency,North Fayette Township,Oakdale,PA,security@north-fayette.com
northfieldma.gov,City,Non-Federal Agency,Town of Northfield,Northfield,MA,douglas@northeastit.net
northfieldmi.gov,City,Non-Federal Agency,Northfield Township,Whitmore Lake,MI,kolson@mtsweb.net
northfieldmn.gov,City,Non-Federal Agency,City of Northfield,Northfield,MN,it@ci.northfield.mn.us
northfieldnh.gov,City,Non-Federal Agency,Northfield,Northfield,NH,(blank)
northfieldvillage-oh.gov,City,Non-Federal Agency,Village of Northfield,Northfield,OH,postmaster@northfieldvillage-oh.gov
northfield-vt.gov,City,Non-Federal Agency,"Municipality of Northfield, Vermont",Northfield,VT,(blank)
northhampton-nh.gov,City,Non-Federal Agency,North Hampton Town Office,North Hampton,NH,mtully@northhampton-nh.gov
northhampton-nh-pd.gov,City,Non-Federal Agency,Town of North Hampton,North Hampton,NH,(blank)
northhaven-ct.gov,City,Non-Federal Agency,Town of North Haven,North Haven,CT,italerts@northhaven-ct.gov
northhempsteadny.gov,City,Non-Federal Agency,Town of North Hempstead,MAnhasset,NY,SUPPORT@NORTHHEMPSTEADNY.GOV
northhudsonwi.gov,City,Non-Federal Agency,Village of North Hudson,Hudson,WI,support@aileronit.com
northkingstownri.gov,City,Non-Federal Agency,Town Of North Kingstown,North Kingstown,RI,informationsystems@northkingstownri.gov
northlebanontwppa.gov,City,Non-Federal Agency,North Lebanon Township,Lebanon,PA,(blank)
northmiamibeachfl.gov,City,Non-Federal Agency,City of North Miami Beach,North Miami Beach,FL,ricardo.castillo@citynmb.com
northmiamifl.gov,City,Non-Federal Agency,City of North Miami,North Miami,FL,(blank)
northoaksmn.gov,City,Non-Federal Agency,City of North Oaks,North Oaks,MN,kkress@northoaksmn.gov
northplainfieldnj.gov,City,Non-Federal Agency,North Plainfield Borough,North Plainfield,NJ,amckay@npmail.org
northplattene.gov,City,Non-Federal Agency,City of North Platte,North Platte,NE,it@ci.north-platte.ne.us
northportfl.gov,City,Non-Federal Agency,City of North Port,North Port,FL,abourquin@northportfl.gov
northportny.gov,City,Non-Federal Agency,"Incorporated Village of Northport, NY",Northport,NY,s.costello@northportny.gov
northportpdfl.gov,City,Non-Federal Agency,North Port Police Department,North Port,FL,(blank)
northprairiepdwi.gov,City,Non-Federal Agency,North Prairie Police Department,North Prairie,WI,police@northprairie.net
northprairiewi.gov,City,Non-Federal Agency,Village Of North Prairie,North Prairie,WI,police@northprairie.net
northprovidenceri.gov,City,Non-Federal Agency,Town of North Providence ,North Providence,RI,(blank)
northreadingma.gov,City,Non-Federal Agency,City of North Reading,North Reading,MA,technology@northreadingma.gov
northsiouxcity-sd.gov,City,Non-Federal Agency,N. Sioux City City Hall,N. Sioux City,SD,pesha.taylor@northsiouxcity-sd.gov
northstoningtonct.gov,City,Non-Federal Agency,Town of North Stonington,North Stonington,CT,(blank)
northtopsailbeachnc.gov,City,Non-Federal Agency,Town of North Topsail Beach,North Topsail Beach,NC,it@northtopsailbeachnc.gov
northuniontownship-pa.gov,City,Non-Federal Agency,North Union Township,Lemont Furnace,PA,(blank)
northvernon-in.gov,City,Non-Federal Agency,City of North Vernon,North Vernon,IN,(blank)
northwilkesboronc.gov,City,Non-Federal Agency,Town of North Wilkesboro,North Wilkesboro,NC,townclerk@north-wilkesboro.com
northwoodoh.gov,City,Non-Federal Agency,City of Northwood,Northwood,OH,(blank)
nortonva.gov,City,Non-Federal Agency,City of Norton,Norton,VA,(blank)
norvelltwp-mi.gov,City,Non-Federal Agency,Norvell Township,Norvell,MI,kps@shumakergroup.com
norwalkca.gov,City,Non-Federal Agency,City of Norwalk,Norwalk,CA,(blank)
norwalkct.gov,City,Non-Federal Agency,City of Norwalk,Norwalk,CT,joduro@norwalkct.org
norwaymi.gov,City,Non-Federal Agency,City of Norway,Norway,MI,chris@gotechits.com
norwellma.gov,City,Non-Federal Agency,Town of Norwell,Norwell,MA,ncc@townofnorwell.net
norwoodma150.gov,City,Non-Federal Agency,Town of Norwood,Norwood,MA,admin1@norwoodma.gov
norwood-ma.gov,City,Non-Federal Agency,Town of Norwood,Norwood,MA,admin1@norwoodma.gov
norwoodma.gov,City,Non-Federal Agency,Town of Norwood,Norwood,MA,admin1@norwoodma.gov
norwoodohio.gov,City,Non-Federal Agency,Norwood Ohio,Norwood,OH,eric@shconsulting.us
nottawatwpisabellami.gov,City,Non-Federal Agency,Nottawa Township,Weidman,MI,kps@shumakergroup.com
nottingham-nh.gov,City,Non-Federal Agency,Town of Nottingham,Nottingham,NH,(blank)
nowataok.gov,City,Non-Federal Agency,City of Nowata,Nowata,OK,(blank)
nsidfl.gov,City,Non-Federal Agency,North Springs Improvement District,Coral Springs,FL,(blank)
nvcmaine.gov,City,Non-Federal Agency,Northport Village Corporation,Northport,ME,security@nvcmaine.org
nyack-ny.gov,City,Non-Federal Agency,"Village of Nyack, NY",Nyack,NY,supportdesk@total.us.com
nyc.gov,City,Non-Federal Agency,The NYC Office of Technology and Innovation,Brooklyn,NY,(blank)
nyc-ny.gov,City,Non-Federal Agency,The NYC Office of Technology and Innovation,Brooklyn,NY,otisecurity@oti.nyc.gov
oakbluffsma.gov,City,Non-Federal Agency,Town of Oak Bluffs,Oak Bluffs,MA,itmanager@oakbluffsma.gov
oak-brook-il.gov,City,Non-Federal Agency,Village of Oak Brook,Oak Brook,IL,(blank)
oakcreekwi.gov,City,Non-Federal Agency,City of Oak Creek,Oak Creek,WI,cybersecurity@oakcreekwi.org
oakdaleca.gov,City,Non-Federal Agency,City of Oakdale,Oakdale,CA,helpdesk@midvalleyit.com
oakdalemn.gov,City,Non-Federal Agency,City of Oakdale,Oakdale,MN,support@metro-inet.us
oakham-ma.gov,City,Non-Federal Agency,Town of Oakham,Oakham,MA,(blank)
oakharbor.gov,City,Non-Federal Agency,City of Oak Harbor,Oak Harbor,WA,scombs@oakharbor.org
oakhillfl.gov,City,Non-Federal Agency,CITY OF OAK HILL,OAK HILL,FL,it@oakhillfl.com
oakhillwv.gov,City,Non-Federal Agency,City of Oak Hill,Oak Hill,WV,info@oakhillwv.gov
oakislandnc.gov,City,Non-Federal Agency,Town of Oak Island,Oak Island,NC,oki-info@oakislandnc.com
oaklandca.gov,City,Non-Federal Agency,City of Oakland,Oakland,CA,(blank)
oaklandfl.gov,City,Non-Federal Agency,Town of Oakland,Oakland,FL,ehui@oaklandfl.gov
oakland-me.gov,City,Non-Federal Agency,Town of Oakland,Oakland,ME,(blank)
oaklandparkfl.gov,City,Non-Federal Agency,City of Oakland Park,Oakland Park,FL,copadmin@oaklandparkfl.gov
oaklandtn.gov,City,Non-Federal Agency,Town of Oakland,Oakland,TN,(blank)
oaklawn-il.gov,City,Non-Federal Agency,Village of Oak Lawn,Oak Lawn,IL,it-director@oaklawn-il.gov
oakleyca.gov,City,Non-Federal Agency,City of Oakley,Oakley,CA,secinfo@ci.oakley.ca.us
oakparkmi.gov,City,Non-Federal Agency,City of Oak Park,Oak Park,MI,rsingson@oakparkmi.gov
oakridgetn.gov,City,Non-Federal Agency,City of Oak Ridge,Oak Ridge,TN,InfoServices@oakridgetn.gov
oakwoodohio.gov,City,Non-Federal Agency,The City of Oakwood Ohio,Oakwood,OH,stafford@oakwoodohio.gov
oberlinkansas.gov,City,Non-Federal Agency,City of Oberlin,Oberlin,KS,cityofoberlin@oberlinkansas.gov
ocalafl.gov,City,Non-Federal Agency,City of Ocala,Ocala,FL,webmaster@ocalafl.org
ocalapd.gov,City,Non-Federal Agency,Ocala Police Department,Ocala,FL,postmaster@ocalapd.com
occoquanva.gov,City,Non-Federal Agency,Town of Occoquan Virginia,Occoquan,VA,info@occoquanva.gov
oceanawv.gov,City,Non-Federal Agency,Town of Oceana,Oceana,WV,tami.morgan@oceanawv.gov
oceancitymd.gov,City,Non-Federal Agency,Town of Ocean City ,Ocean City ,MD,bfunkhouser@oceancitymd.gov
oceansprings-ms.gov,City,Non-Federal Agency,City of Ocean Springs,Ocean Springs,MS,kjohnson@oceansprings-ms.gov
oceanviewde.gov,City,Non-Federal Agency,Town of Ocean View,Ocean View,DE,russell.carter@cj.state.de.us
oconlakewi.gov,City,Non-Federal Agency,Village of Oconomowoc Lake,Oconomowoc,WI,clerk@oconlake.com
oconomowoc-wi.gov,City,Non-Federal Agency,City of Oconomowoc,Oconomowoc,WI,it@oconomowoc-wi.gov
ocqueoctwpmi.gov,City,Non-Federal Agency,Ocqueoc Township,Ocqueoc,MI,kps@shumakergroup.com
odenvilleal.gov,City,Non-Federal Agency,City of Odenville,Odenville,AL,sng2k@aol.com
odessa-tx.gov,City,Non-Federal Agency,City of Odessa,Odessa,TX,odessait@odessa-tx.gov
ofallonil.gov,City,Non-Federal Agency,"City of O'Fallon, Illinois",O'Fallon,IL,admin@ofallon.org
ofallonmo.gov,City,Non-Federal Agency,"City of O'Fallon, Missouri",O'Fallon,MO,webmaster@ofallon.mo.us
ogallala-ne.gov,City,Non-Federal Agency,City of Ogallala,Ogallala,NE,mark.skinner@ogallala-ne.gov
ogden-ks.gov,City,Non-Federal Agency,City of Ogden,Ogden ,KS,ogdenzoning@gmail.com
ogdensburgnj.gov,City,Non-Federal Agency,Borough of Ogdensburg,Ogdensburg,NJ,brepasy@145media.com
oglesbyil.gov,City,Non-Federal Agency,City of Oglesby,Oglesby,IL,domains@cpointcc.com
ogunquit.gov,City,Non-Federal Agency,Town of Ogunquit,Ogunquit,ME,townmanager@townofogunquit.org
okc.gov,City,Non-Federal Agency,City Of Oklahoma City,Oklahoma City,OK,it-security@okc.gov
okemahok.gov,City,Non-Federal Agency,City of Okemah,Okemah,OK,chiefofpolice@okemahok.org
olatheks.gov,City,Non-Federal Agency,City of Olathe,Olathe,KS,jdjohnson@olatheks.org
oldlyme-ct.gov,City,Non-Federal Agency,Town of Old Lyme,Old Lyme,CT,tmeyer@oldlyme-ct.gov
oldsaybrookct.gov,City,Non-Federal Agency,Town of Old Saybrook,Old Saybrook,CT,(blank)
oldtowntownship-il.gov,City,Non-Federal Agency,Old Town Township,Downs,IL,clerk@oldtowntownship.com
oliversprings-tn.gov,City,Non-Federal Agency,Town of Oliver Springs,Oliver Springs,TN,(blank)
olivetownship-mi.gov,City,Non-Federal Agency,Olive Township,Holland,MI,support@stsmich.com
olmstedtownshipohio.gov,City,Non-Federal Agency,Olmsted Township,Olmsted Township,OH,admin@olmstedtownship.org
olympiawa.gov,City,Non-Federal Agency,City of Olympia,Olympia,WA,Jdizon@ci.olympia.wa.us
omaha.gov,City,Non-Federal Agency,Douglas Omaha Technology Commission,Omaha,NE,itsecurity@dotcomm.org
omlpar.gov,City,Non-Federal Agency,Osceola Police Department,Osceola,AR,jweldon@osceolapd.org
omro-wi.gov,City,Non-Federal Agency,City of Omro,Omro,WI,helpdesk@loyality.com
onalaskawi.gov,City,Non-Federal Agency,City of Onalaska,Onalaska,WI,level2@mcsnetworks.com
oneidacityny.gov,City,Non-Federal Agency,City of Oneida,Oneida,NY,support@totalsolutions.com
oneontaalpd.gov,City,Non-Federal Agency,Oneonta Police Department,Oneonta,AL,bhorton@cityofoneonta.us
ontarioca.gov,City,Non-Federal Agency,City of Ontario,Ontario,CA,(blank)
oostburgwi.gov,City,Non-Federal Agency,Village of Oostburg,Oostburg,WI,caseydanhoff@gmail.com
opalockafl.gov,City,Non-Federal Agency,City of Opalocka,Opalocka,FL,pwalker@opalockafl.gov
opelika-al.gov,City,Non-Federal Agency,City of Opelika,Opelika,AL,sdawe@ci.opelika.al.us
orangecityfl.gov,City,Non-Federal Agency,City of Orange City,Orange City,FL,mplace@ci.orange-city.fl.us
orange-ct.gov,City,Non-Federal Agency,Town of Orange,Orange,CT,jcifarelli@orange-ct.gov
orangenj.gov,City,Non-Federal Agency,City of Orange Townhip,Orange,NJ,(blank)
orangetexas.gov,City,Non-Federal Agency,City of Orange Texas,Orange,TX,mzeto@orangepd.com
orem.gov,City,Non-Federal Agency,City of Orem,Orem,UT,soc@orem.gov
orfordvillewi.gov,City,Non-Federal Agency,Village of Orfordville,Orfordville,WI,cschultz@premier-technologies.com
orlandhillspdil.gov,City,Non-Federal Agency,Orland Hills Police Dept.,Orland Hills,IL,security@orlandhillspd.org
orlandofl.gov,City,Non-Federal Agency,City of Orlando,Orlando,FL,(blank)
orlando.gov,City,Non-Federal Agency,City of Orlando,Orlando,FL,raymond.chase@orlando.gov
orleansiowa.gov,City,Non-Federal Agency,City of Orleans,Orleans,IA,aquapig@mchsi.com
oronocotownship-mn.gov,City,Non-Federal Agency,Oronoco Township,Oronoco,MN,(blank)
oronomn.gov,City,Non-Federal Agency,City of Orono,Orono,MN,phartwig@logis.org
orovalleyaz.gov,City,Non-Federal Agency,Town of Oro Valley,Oro Valley,AZ,(blank)
orwigsburg.gov,City,Non-Federal Agency,Borough of Orwigsburg,Orwigsburg,PA,cyorski@orwigsburg.gov
osagebeach-mo.gov,City,Non-Federal Agency,City of Osage Beach,Osage Beach,MO,mbean@osagebeach.org
osceolaar.gov,City,Non-Federal Agency,City of Osceola,Osceola,AR,jweldon@osceolapd.org
osceolafdar.gov,City,Non-Federal Agency,Osceola Fire Department,Osceola,AR,jweldon@osceolapd.org
osceolapdar.gov,City,Non-Federal Agency,Osceola Police Department,Osceola,AR,jweldon@osceolapd.org
oscodatownshipmi.gov,City,Non-Federal Agency,Charter Township of Oscoda,Oscoda,MI,admin@oscodatownshipmi.gov
oshkoshwi.gov,City,Non-Federal Agency,City of Oshkosh,Oshkosh,WI,cybersecurity@oshkoshwi.gov
ossipee-nh.gov,City,Non-Federal Agency,Ossipee Police Department,Ossipee,NH,acastaldo@ossipee-nh.gov
oswegoil.gov,City,Non-Federal Agency,Village of Oswego,Oswego,IL,jrenzetti@oswegoil.org
oswegony.gov,City,Non-Federal Agency,City of Oswego,Oswego,NY,tech@oswegony.org
othellowa.gov,City,Non-Federal Agency,City of Othello,Othello,WA,it@othellowa.gov
otisfieldme.gov,City,Non-Federal Agency,Town of Otisfield,Otisfield,ME,(blank)
ottawaks.gov,City,Non-Federal Agency,City Of Ottawa,Ottawa,KS,SecurityPOC@ottawaks.gov
ottervillemo.gov,City,Non-Federal Agency,Otterville City,Otterville,MO,(blank)
overlandparkks.gov,City,Non-Federal Agency,City of Overland Park,Overland Park,KS,(blank)
owascony.gov,City,Non-Federal Agency,Town of Owasco,Auburn,NY,(blank)
owatonna.gov,City,Non-Federal Agency,City of Owatonna,Owatonna,MN,itdept@ci.owatonna.mn.us
owatonnagrows.gov,City,Non-Federal Agency,City of Owatonna,Owatonna,MN,itdept@ci.owatonna.mn.us
owensboroky.gov,City,Non-Federal Agency,City of Owensboro,Owensboro,KY,it@owensboro.org
owenscrossroadsal.gov,City,Non-Federal Agency,Town of Owens Cross Roads,Owens Cross Roads,AL,jason.dobbins@owenscrossroadsal.gov
owensvilleoh.gov,City,Non-Federal Agency,Village of Owensville,Owensville,OH,jeff.wolf@villageofowensville.org
oxfordal.gov,City,Non-Federal Agency,"City of Oxford, AL",Oxford,AL,(blank)
oxford-ct.gov,City,Non-Federal Agency,Town of Oxford Website Committee,Oxford,CT,townclerk@oxford-ct.gov
oxfordmd.gov,City,Non-Federal Agency,Commissioners of Oxford,Oxford,MD,oxfordclerk@goeaston.net
oysterbay-ny.gov,City,Non-Federal Agency,Town of Oyster Bay,Oyster Bay,NY,(blank)
ozarkal.gov,City,Non-Federal Agency,City of Ozark,Ozark,AL,(blank)
pacifica.gov,City,Non-Federal Agency,City of Pacifica,Pacifica,CA,helpdesk@ci.pacifica.ca.us
pacificwa.gov,City,Non-Federal Agency,City of Pacific,Pacific,WA,Lingraham@ci.pacific.wa.us
paducahky.gov,City,Non-Federal Agency,City of Paducah,Paducah,KY,kpowell@paducahky.gov
pageaz.gov,City,Non-Federal Agency,City of Page,Page,AZ,(blank)
